Country,State,District,Year,Class Studying,"Schools Surveyed (UOM:Number), Scaling Factor:1","Students Surveyed (UOM:Number), Scaling Factor:1","Average Performance Of Students On E302 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E303 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E305 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E307 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E309 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E310 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E311 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E313 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On E314 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On L304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On L312 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M301 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M302 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M303 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M304 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M305 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M306 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M309 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M311 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M312 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M317 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M318 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1","Average Performance Of Students On M319 Learning Outcome  (UOM:%(Percentage)), Scaling Factor:1"
India,Punjab,Hoshiarpur,"Calendar Year (Jan - Dec), 2017",3,183,2028,57.69,58.28,61.25,60.65,54.24,43.71,57.1,42.46,27.3,71.15,62.96,62.25,50,67.31,51.82,59.62,56.36,50.89,73.35,18.57,35.28,71.45,44.35,68.64
India,Punjab,Jalandhar,"Calendar Year (Jan - Dec), 2017",3,183,2520,65.24,71.29,67.55,70.65,57.92,68.96,73.69,52.26,41.63,81.55,74.45,75.14,65.4,78.81,59.56,65.71,66.07,63.33,81.96,9.48,33.25,80.83,58.05,75.6
India,Punjab,Kapurthala,"Calendar Year (Jan - Dec), 2017",3,183,2280,55.13,57.26,62.09,61.58,51.1,46.98,65.92,48.03,36.41,69.34,64.11,60.45,54.99,69.34,45.13,55.99,54.47,54.21,76.56,17.85,26.91,71.97,47.69,71.71
India,Punjab,Ludhiana,"Calendar Year (Jan - Dec), 2017",3,180,3015,45.27,47.49,50.08,52.99,41.63,41.7,51.94,32.64,23.25,61.89,54.04,49.61,44.86,62.99,39.55,48.96,44.18,43.28,63.43,11.66,21.64,61.39,37.34,61
India,Punjab,Mansa,"Calendar Year (Jan - Dec), 2017",3,183,4005,49.21,54.17,53.64,57.27,43.24,39.97,56.93,37.83,23.66,60.75,53.23,53.96,40.2,59.85,43.86,47.9,46.52,46.82,61.98,10.41,24.4,53.78,41.88,58.28
India,Punjab,Moga,"Calendar Year (Jan - Dec), 2017",3,183,3045,53.4,60.85,61.08,65.71,48.8,52.3,55.17,38.23,32.45,73,66.41,61.77,48.85,76.26,48.12,60.1,48.77,53.1,72.81,21.84,17.24,75.17,44.18,70.94
India,Punjab,Pathankot,"Calendar Year (Jan - Dec), 2017",3,183,1863,51.85,51.7,55.29,58.13,48.31,41.9,56.68,40.1,29.93,66.83,61.66,58.84,50.61,67.95,45.38,52.98,50.56,50.08,64.7,11.62,21.77,63.45,44.09,60.71
India,Punjab,Patiala,"Calendar Year (Jan - Dec), 2017",3,180,2292,47.25,52.52,54.53,57,44.66,44.7,50.52,36.65,22.02,65.71,58,51.96,44.32,61.65,37.91,46.07,44.24,45.81,61.96,18.86,15.92,59.29,36.36,60.99
India,Punjab,Rupnagar,"Calendar Year (Jan - Dec), 2017",3,183,2286,37.53,36.84,44.02,44.95,34,26.18,37.93,27.43,19.74,53.02,45.3,39.53,35.21,48.82,32.95,41.67,35.56,32.02,51.31,7.85,16.84,53.15,30.09,45.54
India,Punjab,S.A.S Nagar,"Calendar Year (Jan - Dec), 2017",3,180,3273,41.43,44.23,54.34,54.35,40.99,29.72,49.4,36.85,22.68,62.05,51.11,51.57,38.43,58.39,38.16,45.14,44.64,45.65,63.64,17.79,19.85,56.65,35.97,58.39
India,Punjab,Sangrur,"Calendar Year (Jan - Dec), 2017",3,183,2850,60.21,73.98,69.52,72.21,57.25,56.49,67.79,54.74,34.62,79.05,69.55,69.24,57.42,76.74,57.9,68.16,64.95,67.26,80.42,19.38,29.89,72.11,57.77,75.68
India,Punjab,Shahid Bhagat Singh Nagar,"Calendar Year (Jan - Dec), 2017",3,183,2466,55.96,63.71,64.01,67.58,54.56,60.28,64.84,49.64,31.47,75.79,68.71,68.18,58.88,77.25,54.78,63.5,61.44,53.28,73.77,12.85,25.63,75.55,52.92,74.21
India,Punjab,Sri Muktsar Sahib,"Calendar Year (Jan - Dec), 2017",3,183,2967,41.86,48.89,49.61,50.05,39.06,35.57,44.08,31.65,20.72,55.21,51.12,46.03,36.59,54.9,35.06,44.89,39.33,38.02,55.11,10.98,19.92,53.99,30.11,57.13
India,Punjab,Tarn Taran,"Calendar Year (Jan - Dec), 2017",3,183,3021,52.83,59.41,59.7,62.02,53.38,46.22,53.82,41.81,22.57,64.95,60.73,60.95,50.5,67.13,50.28,53.62,51.24,50.15,65.01,11.55,24.75,69.12,42.44,63.16
India,Rajasthan,Ajmer,"Calendar Year (Jan - Dec), 2017",3,177,3414,71.18,68.84,75.61,78.21,79.06,68.94,83.66,66.17,34.06,85.24,79.92,78.7,72.95,87.87,67.54,77.94,74.52,72.76,85.09,49.49,35.33,87.08,73.82,83.74
India,Rajasthan,Alwar,"Calendar Year (Jan - Dec), 2017",3,174,3030,61.09,65.87,69.56,74.85,73.75,61.86,74.36,62.97,35.71,79.11,71.26,71.47,60.97,81.78,65.64,70.4,66.73,73.17,78.6,50,35.32,75.84,67.59,75.35
India,Rajasthan,Banswara,"Calendar Year (Jan - Dec), 2017",3,177,2886,59.04,65.02,66.11,69.96,69.51,57.46,69.85,50.83,32.83,68.92,70.71,66.94,60.58,77.55,58.88,70.37,63.93,64.86,78.57,40.93,37.12,84.1,61.4,71.41
India,Rajasthan,Baran,"Calendar Year (Jan - Dec), 2017",3,183,2766,70.17,74.78,74.13,77.33,76.08,66.88,81.34,70.17,42.61,80.69,78.02,74.95,70.24,83.51,67.95,72.83,70.82,74.4,83.5,59.09,38.04,82.86,68.73,78.2
India,Rajasthan,Barmer,"Calendar Year (Jan - Dec), 2017",3,183,2982,70.22,71.63,74.83,80.73,78.47,63.58,78.07,66.2,37.83,83.4,79.27,79.15,69.92,85.51,70.99,76.96,69.82,76.56,84.64,56.34,46.68,85.81,70.52,82.8
India,Rajasthan,Bharatpur,"Calendar Year (Jan - Dec), 2017",3,183,3297,70.25,81.94,77.19,80.8,77.81,63.35,82.07,73.79,51.21,84.17,79.16,80.25,68.59,89.26,76.45,79.12,76.43,79.07,87.47,51.42,43.58,86.44,72.85,79.53
India,Rajasthan,Bhilwara,"Calendar Year (Jan - Dec), 2017",3,180,2766,57.05,63.4,64.84,68.22,66.61,59.4,70.72,55.53,32.9,75.38,68.71,64.43,58.53,72.02,53.32,62.42,59.22,58.13,72.85,47.3,38.78,74.3,56.25,65.84
India,Rajasthan,Bikaner,"Calendar Year (Jan - Dec), 2017",3,180,3258,69.24,73.25,74.27,76.47,77.39,66.36,78.64,64,42.99,79.1,75.01,74.99,65.07,82.04,67.27,72.38,70.44,75.6,81.57,54.04,38.56,82.87,67.79,74.59
India,Rajasthan,Bundi,"Calendar Year (Jan - Dec), 2017",3,183,2745,67.65,68.61,72.82,77.32,76.77,70.36,81.53,71.69,52.69,82.51,78.11,78.93,67.7,80.66,68.86,72.57,69.29,77.6,82.07,64.61,35.65,83.83,69.67,79.67
India,Rajasthan,Chittorgarh,"Calendar Year (Jan - Dec), 2017",3,183,2154,60.17,64.14,69.8,73.68,71.27,60.53,69.36,53.9,35.86,77.44,74.96,71.11,63.73,78.41,56.32,67.27,58.64,66.3,77.76,44.27,35.28,72.7,58.76,76.04
India,Rajasthan,Churu,"Calendar Year (Jan - Dec), 2017",3,183,3543,68.67,77.63,75.56,80.23,79.09,68.87,82.13,68.08,37.12,84.84,80.62,81.17,73.86,85.44,68.68,74.26,74.09,73.5,85.21,55.16,29.83,84.08,71.37,80.44
India,Rajasthan,Dausa,"Calendar Year (Jan - Dec), 2017",3,174,2601,68.51,80.91,78.25,82.99,79.98,76.58,86.51,73.59,44.55,87.77,82.54,80.99,70.14,88.12,73.9,80.62,75.43,77.39,86.84,49.41,43.41,88,69.78,83.51
India,Rajasthan,Dholpur,"Calendar Year (Jan - Dec), 2017",3,183,3906,71.43,80.59,78.09,83.33,80.89,76.17,86.64,73.73,39.28,85.94,81.75,81.55,78.58,92.47,78.51,81.18,77.65,84.56,88.46,58.52,41.31,89.4,78.95,86.41
India,Rajasthan,Dungarpur,"Calendar Year (Jan - Dec), 2017",3,183,2859,58.87,68.8,69.11,71.67,70.41,62.27,72.61,56.03,31.2,76.18,74.02,72.57,61.55,77.44,57.47,65.95,62.12,67.16,77.76,40.82,31.62,76.71,58.55,72.51
India,Rajasthan,Ganganagar,"Calendar Year (Jan - Dec), 2017",3,177,2781,62.46,68.34,70.76,72.17,71.38,57.78,72.49,62.46,32.97,75.19,69.85,73.48,63.22,76.16,60.48,72.22,63,65.05,78.99,55.22,36.24,80.15,63.43,76.48
India,Rajasthan,Hanumangarh,"Calendar Year (Jan - Dec), 2017",3,183,3048,57.09,69.14,72.26,73.28,72.08,61.32,73.52,63.68,42.48,79.53,73.66,73.05,64.8,80.61,65.52,71.41,66.83,69.49,83.43,53.58,37.27,78.94,68.57,78.25
India,Rajasthan,Jaipur,"Calendar Year (Jan - Dec), 2017",3,171,2553,73.33,75.82,80.47,82.26,80.68,79.53,82.49,74.97,52.35,87.66,81.28,81.41,73.76,87.66,74.38,79.44,76.73,77.44,87.55,54.12,47.89,87.31,77.51,81.9
India,Rajasthan,Jaisalmer,"Calendar Year (Jan - Dec), 2017",3,183,2436,67.24,63.5,74.84,78.33,77.25,66.26,78.33,61.45,43.75,85.1,80.14,79.36,75.36,87.81,66.8,74.75,73.52,70.57,81.52,53.64,40,79.06,72.15,78.94
India,Rajasthan,Jalore,"Calendar Year (Jan - Dec), 2017",3,177,2811,61.79,62.78,70.92,74.07,74.44,65.63,72.57,55.82,34.8,79.08,75.99,75.07,68.12,78.66,63.94,73.32,64.14,69.8,82.75,44.72,27.75,82.28,61.57,74.6
India,Rajasthan,Jhalawar,"Calendar Year (Jan - Dec), 2017",3,183,3012,66.73,74.13,73.44,76.05,73.37,59.19,76.79,68.82,38.4,80.08,76.72,75.02,62.19,80.28,66.1,73.16,66.14,71.81,79.75,56.29,40.86,84.96,60.41,74.2
India,Rajasthan,Jhunjhunu,"Calendar Year (Jan - Dec), 2017",3,177,2157,72.6,80.62,80.94,86.23,85.4,77.41,86.37,75.94,48.03,87.34,83.23,84.76,76.45,91.1,79.07,81.29,80.25,81.92,87.72,54.27,46.35,87.9,76.59,85.12
India,Rajasthan,Jodhpur,"Calendar Year (Jan - Dec), 2017",3,183,2661,67.98,63.41,75.38,79.09,77.36,69.13,73.73,69,40,84.1,77.34,76.17,67.56,85.91,67.63,76.83,69.9,68.32,83.27,56.82,43.18,87.03,68.08,79.93
India,Rajasthan,Karauli,"Calendar Year (Jan - Dec), 2017",3,183,4206,57.06,66.62,66.11,70.01,68.19,55.63,70.83,57.49,31.1,77.39,71.49,71,63.91,82.31,62.82,74.22,64.05,69.69,78.6,41.51,30.24,74.47,64.91,76.6
India,Rajasthan,Kota,"Calendar Year (Jan - Dec), 2017",3,183,2940,70.31,74.28,75.06,79.64,78.32,71.66,80.1,68.37,44.24,81.84,78.26,76.84,68.93,85.82,69.03,75.97,69.08,78.88,85.06,56.07,39.92,81.12,70.54,78.88
India,Rajasthan,Nagaur,"Calendar Year (Jan - Dec), 2017",3,183,3297,73.61,76.34,77.48,80.12,82.02,72.58,83.62,67.24,54.71,86.44,83.21,82.91,73.75,85.53,73.91,79.16,74.43,78.07,86.46,60.04,37.34,85.26,74.51,82.71
India,Rajasthan,Pali,"Calendar Year (Jan - Dec), 2017",3,183,3024,56.85,61.9,71.3,73.96,72.16,57.94,74.8,55.75,30.36,73.41,73.97,71.71,65.18,78.27,58.93,68.01,67.46,67.66,81.35,43.25,38.89,80.36,60.17,71.92
India,Rajasthan,Pratapgarh,"Calendar Year (Jan - Dec), 2017",3,165,2460,56.83,66.83,70.45,68.29,72.02,61.85,75.49,58.9,35.68,76.46,73.73,69.17,61.61,82.44,60.52,70.3,61.95,62.93,79.39,45.97,38.69,79.51,62,73.17
India,Rajasthan,Rajsamand,"Calendar Year (Jan - Dec), 2017",3,177,2445,55.21,62.5,65.8,72.58,69.31,57.21,67.61,57.91,38.01,76.07,70.22,71.36,63.71,74.97,57.96,69.75,60.37,63.93,74.57,56.26,36.99,76.81,62.04,72.64
India,Rajasthan,Sawai Madhopur,"Calendar Year (Jan - Dec), 2017",3,180,2772,64.61,73.45,71,75.49,72.42,69.49,79.55,64.39,37.39,79.33,75.52,76.65,60.17,83.23,68.75,75.54,69.16,76.84,81.61,45.13,42.48,83.01,66.96,79.22
India,Rajasthan,Sikar,"Calendar Year (Jan - Dec), 2017",3,177,2472,72.57,74.57,77.11,80.04,80.47,72.05,79,69.3,52.57,85.92,80.15,79.27,73.37,88.83,76.05,79.43,79.73,79.37,85.64,57.59,46.45,86.89,74.48,83.37
India,Rajasthan,Sirohi,"Calendar Year (Jan - Dec), 2017",3,162,2865,55.5,55.09,66.03,68.95,68.16,53.16,71.62,58.22,36.17,68.06,69.93,66.76,63.29,75.29,59.52,68.64,61.15,67.75,78.76,51.48,35.97,78.74,62.81,73.3
India,Rajasthan,Tonk,"Calendar Year (Jan - Dec), 2017",3,177,2349,69.99,71.2,77.14,81.74,79.63,68.92,80.46,67.82,45.38,84.67,80.49,78.19,70.6,80.33,69.56,79.18,70.5,77.52,85.4,56.63,35.87,85.57,67.28,80.97
India,Rajasthan,Udaipur,"Calendar Year (Jan - Dec), 2017",3,183,2985,65.83,65.51,74.47,78.49,76.73,61.39,78.79,63.02,42.24,80.9,78.52,76.74,71.58,84.92,68.66,73.37,70.65,74.97,85.05,57.82,38.37,78.19,67.19,85.73
India,Sikkim,Gangtok,"Calendar Year (Jan - Dec), 2017",3,177,2541,45.69,50.82,51.66,65.23,60.77,46.19,40.73,35.54,30.68,60.57,55.94,53.67,48.57,59.5,41.44,45.57,47.82,40.14,75.35,36.9,21.08,72.73,39.74,77.69
India,Sikkim,Gyalshing,"Calendar Year (Jan - Dec), 2017",3,138,1182,42.89,42.16,53.61,63.2,63.35,44.98,45.43,35.03,35.14,64.72,60.69,57.36,51.2,60.15,49.55,49.62,51.27,49.49,80.14,41.63,32.97,67.26,44.24,83.25
India,Sikkim,Mangan,"Calendar Year (Jan - Dec), 2017",3,120,807,52.79,53.66,65.47,72.3,69.88,60.27,58.74,33.46,36.59,66.54,70.11,63.57,57.88,68.4,53.22,51.86,58.74,52.42,88.01,42.47,21.95,77.7,55.53,86.99
India,Sikkim,Namchi,"Calendar Year (Jan - Dec), 2017",3,177,1701,43.92,50.36,53.97,67.28,60.26,48.8,42.68,40.21,32.61,65.96,63,56.9,51.2,61.55,45.54,52.65,48.85,42.5,80.78,35.74,17.75,73.9,44.06,76.19
India,Tamil Nadu,Chennai,"Calendar Year (Jan - Dec), 2017",3,180,3042,60.16,44.33,62.93,74.75,65.25,56.75,56.02,47.34,31.01,70.81,61.87,61.16,58.41,69.82,48.8,56.07,45.27,54.14,86.62,47.16,20.68,71.79,50.45,84.62
India,Tamil Nadu,Coimbatore,"Calendar Year (Jan - Dec), 2017",3,117,1821,56.34,52.53,60.95,73.23,59.27,51.94,52.55,48.27,37.04,69.69,59.06,58.52,51.45,68.37,46.46,52.14,49.09,50.58,83.41,40,29.97,66.39,42.38,86.49
India,Tamil Nadu,Cuddalore,"Calendar Year (Jan - Dec), 2017",3,180,2433,57.21,52.49,61.57,68.8,63.81,60.64,59.8,54.13,38.06,69.42,56.35,54.4,57.09,70.28,53.32,58.63,48.95,57.34,86.73,48.17,28.86,66.71,54.06,83.72
India,Tamil Nadu,Dharmapuri,"Calendar Year (Jan - Dec), 2017",3,183,2388,75.13,66.41,74.43,83.54,79.92,71.15,69.85,66.83,38.76,81.91,72.55,69.97,73.72,83.54,67.92,74.31,54.65,73.62,90.62,57.95,39.28,80.4,66.56,89.7
India,Tamil Nadu,Dindigul,"Calendar Year (Jan - Dec), 2017",3,180,2916,60.29,55.3,65.76,71.09,69.74,60,62.35,58.23,34.96,80.35,62.53,58.97,53.7,69.03,50.86,56.79,42.49,62.76,85.66,42.4,25,69.44,51.72,87.45
India,Tamil Nadu,Erode,"Calendar Year (Jan - Dec), 2017",3,174,2631,63.17,58.17,68.55,78.62,71.12,59.07,61.23,59.29,40.04,79.02,64.56,63.1,58.26,75.14,54.81,61.57,48.69,60.32,89.73,51.86,31.1,73.43,58.89,91.45
India,Tamil Nadu,Kanchipuram,"Calendar Year (Jan - Dec), 2017",3,180,2826,69.21,62.58,70.7,79.14,73.2,63.34,59.98,60.83,35.55,79.19,67.8,68,65.62,73.99,57.83,60.88,49.47,65.71,90.79,53.8,25.16,78.66,56.04,81.85
India,Tamil Nadu,Kanniyakumari,"Calendar Year (Jan - Dec), 2017",3,183,2841,60.3,51.8,67.57,76.66,71.75,59.66,54.7,54.28,39.92,75.5,64.05,63.13,64.39,79.62,54.98,61.88,52.59,55.86,91.89,55.46,31.63,80.04,60.3,90.6
India,Tamil Nadu,Karur,"Calendar Year (Jan - Dec), 2017",3,180,2700,61.78,61.8,66.18,74.5,71.11,71.87,66.11,57.11,37.75,82.56,65.74,62.11,60.99,80.22,59.29,62.67,46,67.67,88.92,54.51,19.78,75.89,54.41,91.67
India,Tamil Nadu,Madurai,"Calendar Year (Jan - Dec), 2017",3,183,3204,54.68,45.82,60.88,72.43,63.66,54.8,57.21,52.06,36.88,80.15,55.02,52.62,51.85,68.63,45.56,52.15,41.76,57.12,83.94,40.22,27.76,65.64,44.91,84.36
India,Tamil Nadu,Nagapattinam,"Calendar Year (Jan - Dec), 2017",3,183,2520,58.81,47.67,61.85,71.73,66.36,62.93,63.93,55.71,36.74,78.21,56.64,56.55,56.71,74.05,51.82,53.57,38.21,57.5,85.04,42.93,20.93,68.1,48.94,86.79
India,Tamil Nadu,Namakkal,"Calendar Year (Jan - Dec), 2017",3,183,2763,60.91,46.83,58.73,69.65,61.91,58.19,53.31,51.57,29.54,67.32,55.21,54.83,54.63,69.16,47.31,54.78,44.3,49.19,87.45,46.55,24.73,67.32,48.61,83.39
India,Tamil Nadu,Perambalur,"Calendar Year (Jan - Dec), 2017",3,183,3135,65.17,62.1,70.01,78.18,74.44,65.19,69.76,62.49,47.24,86.41,67.85,67.54,66.54,81.15,60.27,63.92,44.5,64.02,90.32,55,29.14,79.62,63.39,91.87
India,Tamil Nadu,Pudukkottai,"Calendar Year (Jan - Dec), 2017",3,183,2535,56.92,51.21,63.37,71.24,64.12,57.04,57.99,57.4,42.48,81.18,53.98,53.16,51.5,66.51,47.15,52.37,42.49,54.44,85.76,48.04,16.02,63.79,45.42,87.34
India,Tamil Nadu,Ramanathapuram,"Calendar Year (Jan - Dec), 2017",3,171,2514,64.8,56.42,68.76,78.76,74.66,66.35,68.38,59.43,37.29,85.2,61.77,59.74,59.88,74.11,58.92,60.62,48.57,61.93,91.29,51.76,27.12,69.21,60.04,89.26
India,Tamil Nadu,Salem,"Calendar Year (Jan - Dec), 2017",3,180,2967,61.27,51.01,64.63,74.17,69.27,63.23,61.48,58.54,28.95,73.91,59.92,60.06,61.72,73.1,53.7,60.36,48.43,57.94,85.57,48.69,29.96,73,55.44,82.31
India,Tamil Nadu,Sivaganga,"Calendar Year (Jan - Dec), 2017",3,168,2283,67.67,63.98,70.08,79.3,74.48,64.27,69.78,63.47,46.51,85.55,66.04,66.73,65.81,76.87,59.86,64.98,50.46,61.76,90.29,56.56,22.58,73.72,60.27,92.12
India,Tamil Nadu,Thanjavur,"Calendar Year (Jan - Dec), 2017",3,183,2433,62.15,52.26,66.09,75.09,70.06,67.8,65.84,61.16,42.71,77.81,64.19,61.13,61.38,77.07,58.77,62.21,42.17,60.79,83.54,53.51,33.42,66.58,55.26,87.55
India,Tamil Nadu,The Nilgiris,"Calendar Year (Jan - Dec), 2017",3,177,2286,62.2,52.43,66.12,76.38,67.52,62.53,62.6,53.28,33.5,75.46,64.09,62.02,60.92,67.72,53.09,57.35,49.48,55.77,85.43,49.33,28.39,70.73,56.35,84.78
India,Tamil Nadu,Theni,"Calendar Year (Jan - Dec), 2017",3,183,2868,50.94,44.31,58.72,68.46,62.42,50.32,56.59,56.9,34.37,78.66,54.72,50.77,53.28,66.11,44.99,51.99,37.76,53.77,79.5,40.8,26.71,63.49,42.82,84.52
India,Tamil Nadu,Thiruvallur,"Calendar Year (Jan - Dec), 2017",3,183,2820,60.74,56.84,64.92,72.18,68.17,52.75,62.13,58.4,32.91,72.55,63.7,62.77,61.65,73.94,51.83,58.19,52.13,60.96,85.87,49.36,30.13,75.11,53.25,82.98
India,Tamil Nadu,Thiruvarur,"Calendar Year (Jan - Dec), 2017",3,180,2502,62.95,56.4,62.96,73.2,66.84,57.24,68.71,59.83,26.6,79.26,59.17,60.77,56.19,69.18,50.1,56,45.08,57.19,83.79,45.79,28.08,70.38,52.07,86.09
India,Tamil Nadu,Tiruchirappalli,"Calendar Year (Jan - Dec), 2017",3,183,3312,49.09,47.01,58.08,65.22,60.26,47.38,50.72,51.18,30.13,70.92,54.26,50.34,46.2,67.57,45.16,48.37,38.68,49.46,77.16,36.17,26.13,61.59,42.93,81.7
India,Tamil Nadu,Tirunelveli,"Calendar Year (Jan - Dec), 2017",3,180,3120,62.02,58.56,70.71,78.41,75.1,65.97,66.92,62.12,43.97,87.31,68.33,66.02,65.68,80.96,61.47,61.35,41.06,64.23,88.61,59.13,15.76,71.92,60.69,90.77
India,Tamil Nadu,Tiruvannamalai,"Calendar Year (Jan - Dec), 2017",3,183,2811,64.35,52.69,65.04,74.01,68.81,58.9,60.83,55.07,35.48,72.68,63.99,64.4,65.47,74.6,58.18,65.15,51.23,63.93,86.66,50.21,26.67,71.29,66.04,84.63
India,Tamil Nadu,Tuticorin,"Calendar Year (Jan - Dec), 2017",3,180,2808,63.25,54.74,65.78,73.82,70.13,61.44,64,57.8,39.66,81.41,65.19,63.78,59.32,72.97,55.03,53.26,40.71,59.72,85.29,45.76,21.77,72.22,52.41,87.18
India,Tamil Nadu,Vellore,"Calendar Year (Jan - Dec), 2017",3,183,2910,60,49.69,62.59,71.86,62.77,60.33,60.93,54.43,27.49,74.54,57.51,57.61,61.06,63.61,53.29,53.35,45.77,56.7,84.6,48.43,23.01,70,48,88.66
India,Tamil Nadu,Villupuram,"Calendar Year (Jan - Dec), 2017",3,180,3159,66.57,54.35,68.28,75.4,72.59,64.55,74.07,60.87,38.1,80.82,69.29,65.66,63.43,78.63,64.61,68.09,49,65.53,87.2,56.9,34.04,73.5,61.62,85.85
India,Tamil Nadu,Virudhunagar,"Calendar Year (Jan - Dec), 2017",3,183,3225,58.51,45.89,64.27,78.19,72.21,62.5,66.88,54.7,33.09,82.98,61.21,61.82,60.13,76.74,52.91,59.12,38.42,62.05,86.31,47.54,19.93,70.79,51.13,87.16
India,Telangana,Adilabad,"Calendar Year (Jan - Dec), 2017",3,174,2439,38.38,45.56,51.76,54.37,51.9,38.13,44.77,39.98,19.18,54.37,49.37,52.69,47.47,63.71,46.64,52.77,45.51,52.03,66.34,26.52,23.26,55.97,46.21,62.98
India,Telangana,Bhadradri Kothagudem,"Calendar Year (Jan - Dec), 2017",3,159,1761,51.45,45.96,69.16,73.34,69.74,50.99,65.25,58.94,42.46,75.13,66.39,65.93,62.25,76.32,64.36,65.59,60.31,68.82,81.54,46.69,34.74,67.46,64.22,83.99
India,Telangana,Hanumakonda,"Calendar Year (Jan - Dec), 2017",3,168,2583,69.69,62.14,73.03,82.46,78.11,67.12,74.22,64.92,43.81,81.07,72.59,69.62,74.38,82.35,71.34,73.34,66.43,70.96,90.94,56.46,39.29,74.56,67.67,85.95
India,Telangana,Hyderabad,"Calendar Year (Jan - Dec), 2017",3,183,3594,72.87,63.43,72.2,81.64,74.15,64.81,74.54,65.53,32.95,81.97,74.37,71.72,71.32,80.8,64.35,67.28,70.45,74.79,91.02,49.07,39.04,80.13,63.64,87.15
India,Telangana,Jagitial,"Calendar Year (Jan - Dec), 2017",3,177,2427,55.62,61.42,64.49,75.15,66.46,57.59,67,59.21,32.99,73.67,61.63,63.04,71.08,77.87,67.29,67.24,65.14,68.48,85.62,54.22,35.28,64.15,62.12,80.96
India,Telangana,Jangoan,"Calendar Year (Jan - Dec), 2017",3,174,2361,63.15,55.81,73.97,78.97,74.98,69.75,75.98,69.25,39.53,81.96,73.09,73.98,71.63,84.63,73.56,73.19,70.9,75.98,88.42,60.25,57.36,78.91,70.15,87.8
India,Telangana,Jayashankar Bhupalapally,"Calendar Year (Jan - Dec), 2017",3,101.93041378399120649262,1188.01654686169061360364,52.66,43.82,67.41,71.67,65.86,50.3,67.46,59.62,33.24,70.56,64.9,63.37,63.54,78.7,59.95,67.83,59.02,64.35,83.17,48.81,28.24,76.04,59.29,76.33
India,Telangana,Jogulamba Gadwal,"Calendar Year (Jan - Dec), 2017",3,183,3642,48.43,44.74,64.73,67.79,63.37,57.89,62.52,58.4,29.88,69.93,61.02,62.04,65.2,80.64,64.67,61.7,62.44,66.47,80.31,36.91,27.21,67.46,60.7,71.66
India,Telangana,Kamareddy,"Calendar Year (Jan - Dec), 2017",3,183,2544,49.06,52.2,65.44,69.4,68.39,68.04,63.44,61.67,34.39,69.58,70.57,69.2,69.06,78.07,62.79,64.8,59.43,68.75,78.62,44.52,38.54,72.05,61.09,78.18
India,Telangana,Karimnagar,"Calendar Year (Jan - Dec), 2017",3,153,1908,48.43,66.77,65.73,76.18,65.85,55.42,65.72,58.81,44.09,80.35,63.36,62.61,60.84,70.13,60.38,60.22,61.01,61.48,83.77,47.06,43.77,58.96,61.09,81.29
India,Telangana,Khammam,"Calendar Year (Jan - Dec), 2017",3,183,2574,60.96,60.29,75.9,77.62,76.12,62.95,72.96,66.08,44.26,81.47,73.19,76.04,74.09,86.36,75.42,71.04,73.31,75.52,86.52,55,48.56,76.34,71.72,85.66
India,Telangana,Kumuram Bheem Asifabad,"Calendar Year (Jan - Dec), 2017",3,180,2142,42.3,41.71,59.54,63.8,60.67,49.45,59.8,53.92,27.71,64.71,58.81,60.06,60.3,76.19,57.53,60.85,54.48,59.52,77.73,38.74,34.29,66.67,52.97,70.59
India,Telangana,Mahabubabad,"Calendar Year (Jan - Dec), 2017",3,174,2130,49.3,48.28,67.31,72.82,65.21,60.22,65.35,60.56,29.02,70.28,68.45,64.99,68.78,76.34,65.38,70.14,60.42,63.38,82.42,50.83,50.86,67.04,60.88,80
